고유번호,호수,면,발행일,제목,소제목,게시년월일,수정년월일
1407,189,2,2012-11-23,공무원 부조리 신고시 보상금,부산진구 조례공포,,
1409,189,3,2012-11-23,`일반 및 특별회계 예산안 등 심사 ,제224회 정례회,,
1465,188,4,2012-10-24,예쁘게 빚으면 예쁜 아기 낳아요,결혼이주여성들 송편 빚기 한국문화 체험,,
1310,191,3,2013-01-24,생활민원처리 조례안 관련 벤치마킹,,,
1335,191,8,2013-01-24,장학생 선발계획 공고,,,
1463,188,4,2012-10-24,각 동 소식-2,,,
1309,191,3,2013-01-24,제225회 임시회 의안 주요내용,,,
1395,189,1,2012-11-23,바싹 마른 계절 … 산불조심,12월∼5월까지 산불감시원 배치 등 종합대책 시행,,
1399,189,2,2012-11-23,`부산기네스 톱10에 구민 3명,50여 년 일기 권정학씨 영예의 1위,,
1462,188,3,2012-10-24,구정 현안 날카로운 구정질문,제223회 구의회 임시회,,
1360,190,4,2012-12-24,양념 듬뿍·정성 듬뿍 김치,노인복지관 900여명 참여 1만 세대 김장 전달,,
1431,189,6,2012-11-23,성형외과,,,
1456,188,3,2012-10-24,제223회 임시회 의안 주요내용,,,
1394,189,1,2012-11-23,"가야 1·3동, 당감 1·3동 통합 찬성",설문조사 결과 70% 이상 동의 … 소규모 동 통합 박차,,
1307,191,3,2013-01-24,5분 자유발언,,,
1334,191,7,2013-01-24,이웃돕기 성금·품 고맙습니다-2,,,
1393,189,1,2012-11-23,○○에서 폭력행위 발생 … 출동,부산진구 CCTV 통합관제센터 준공·운영 시작,,
1333,191,7,2013-01-24,이웃돕기 성금품 고맙습니다-1,,,
1306,191,2,2013-01-24,떠난 선배 공무원들을 추억하며…,부산진구 비상계단 벽면에 `추억의 벽 조성,,
1454,188,2,2012-10-24,부산진구 성형·피부 3개 의료기관,전국 최초 JCI 국제인증 취득 `쾌거,,
1303,191,2,2013-01-24, 포장마차 김밥·만두 `위생불량,서면 길거리음식에서 황색포도상구균 검출,,
1391,190,8,2012-12-24, 수학과 과학 즐기면서 배워요,동길산 시인의 西面이야기 - 76,,
1298,191,1,2013-01-24,서면특화거리 조성 드디어 완료,1월 18일 준공 … 젊음·음식·학원 `명품거리로,,
1453,188,2,2012-10-24,엠알씨 부산진구민 100명 우선 채용,,,
1300,191,2,2013-01-24,불법 `인형뽑기 뿌리 뽑는다,크레인게임기 전수조사 완료 … 2월말까지 단속,,
1385,190,7,2012-12-24,희망의 샘 - 호식 할아버지,호식 할아버지의 올 겨울나기,,
1388,190,8,2012-12-24,부산진구 3대 합창단 지휘자 선발,피오레 조윤환·라온 노미숙·남성합창단 허종영,,
1450,188,2,2012-10-24,`자랑스러운 부산진구민 선정 ,인물·공헌 김석조 … 봉사·희생부문 정덕강,,
1329,191,6,2013-01-24,부부 투캅스 우리는 최·고 형사!,동길산 시인의 西面이야기 - 77,,
1330,191,6,2013-01-24,생활속의 통계이야기－1월,,,
1449,188,2,2012-10-24,가을 숲길 걸으면 행운을 만난다,,,
1296,191,1,2013-01-24,부산진구 2012년 41회 표창 수상,상사업비·시상금 등으로 10억 원 넘게 받아,,
1297,191,1,2013-01-24,25개동에서 23개동으로 개편,"가야1·3동은 가야1동, 당감1·3동은 당감1동으로 통합",,
1380,190,7,2012-12-24,사랑이 꽃핀 주례초교 급식실,학부모회 참여 조손가정·부자가정 밑반찬 만들어,,
1384,190,7,2012-12-24,구청에서 이런 일을 하는군요,당평초 6학년들 부산진구청 체험 방문,,
1568,186,4,2012-08-28,개금3·범천4동 수해복구에 구슬땀,,,
1570,186,5,2012-08-28,소금 줄이기 건강음식점 인증,금용중식·서면설렁탕·장수국밥 등 10곳,,
1446,188,1,2012-10-24,편히 쉬세요 … 어르신쉼터 `봇물,,,
1580,186,6,2012-08-28,부산시민 소통아카데미 강좌 개최,황수관 박사·김현욱 아나운서·스피치 전문가 초빙,,
1581,186,6,2012-08-28,여름방학 구청 체험프로그램 운영,,,
1582,186,6,2012-08-28,여름방학 4R 환경체험교실 운영,,,
1583,186,6,2012-08-28,미래의 축구 금메달리스트 총출동,,,
1587,186,7,2012-08-28,청소년과 독자들의 원고를 받습니다,,,
1563,186,3,2012-08-28,강한 의회·소통하는 의회 만들터,제6대 후반기 부산진구의회 김진수 의장,,
1566,186,4,2012-08-28,주민센터 옥상에 텃밭 조성 `눈길,상추·고추·오이 등 수확,,
1567,186,4,2012-08-28,물메기 잡고 뗏목 타고 물놀이까지,개금3동 다자녀가정 농촌체험,,
1444,188,1,2012-10-24,작은 동을 하나로 합친다는데,여러분의 의견은 어떻습니까?,,
1577,186,5,2012-08-28,자원봉사자에게 검진 감면 혜택,자원봉사센터 - KMI한국의학연구소 협약,,
1579,186,5,2012-08-28,영화·만화 등 제작 체험,양정청소년수련관에서,,
1559,186,2,2012-08-28,서면문화로에 무인카메라 설치,영광도서 주차장 인근 2곳 … 400m 구간 불법주·정차 단속,,
1561,186,3,2012-08-28,제221회 임시회 제2차 본회의 5분 자유발언,,,
1368,190,5,2012-12-24, 젊어도 큰 코 다치는 `대장용종,의/학/칼/럼,,
1573,186,5,2012-08-28,결혼이민자 귀화허가 신청시,배우자 신원보증서 제출 불필요,,
1574,186,5,2012-08-28,중고 가구·가전제품 기탁하세요,,,
1575,186,5,2012-08-28,고금리·불법 사 금융 피해 끝내자,부산시청 내에 서민금융종합지원센터 운영,,
1576,186,5,2012-08-28,장애인콜택시 200대 운행,시각·신장장애인 대상 8월 24일부터,,
1555,186,2,2012-08-28,주민제안사업 신청 받습니다,주민참여예산제도 활성화 … 9월 28일까지 접수,,
1558,186,2,2012-08-28,개금주공복합상가에 민원발급기 설치,관공서 방문 않고 365일 증명민원 발급 가능,,
1437,189,8,2012-11-23,경찰이 펴낸 경찰체험 수기,동길산 시인의 西面이야기 - 75,,
1365,190,5,2012-12-24,이제는 농산물우수관리(GAP)가 대세,,,
1443,188,1,2012-10-24,우리 솜씨 마음껏 발휘 할게요,제5회 청소년예술제 10월 31일∼11월 2일 개최,,
1552,186,2,2012-08-28,드림스타트 애들 고래 잡았어요,맨탑남성의원 후원으로 초등생 30여명 포경수술,,
1554,186,2,2012-08-28,어르신 20명 택배사원으로 취업,부암·당감지역 일자리 구하는 날 `일구데이 개최,,
1362,190,5,2012-12-24, 여객자동차 전 좌석 안전띠 착용,11월 24일부터 자동차 뒷자리에서도 반드시 매야,,
1535,187,6,2012-09-24,초중고 문학백일장 우수작 - 박준형,우리 엄마 예쁜 귀,,
1543,187,7,2012-09-24,부산진구 재정공시,,,
1547,186,1,2012-08-28,부산진구 `브랜드일자리 전국 우수,"부산서 유일하게 수상 … 정부 포상금 2억5,500만원",,
1549,186,1,2012-08-28,"부산진구, 부산지역 물가관리 1위",,,
1495,188,8,2012-10-24,서면에 가면 거리공연 만난다,,,
1435,189,7,2012-11-23,신문 우편발송시 새주소 사용을,,,
1496,188,8,2012-10-24,미래의 음악거장들 실력 발휘,제3회 부산진구 청소년 음악콩쿠르 열띤 경쟁,,
1571,186,5,2012-08-28,도시철도역 문화행사 신청 접수,각종 공연·전시·체험행사 등 문화공간 개방,,
1572,186,5,2012-08-28,일본뇌염 경보발령,방역소독 강화해야,,
1530,187,5,2012-09-24,디지털방송 전환 미리 준비해야,케이블 등 유료TV 가입자는 별도 준비 필요 없어,,
1531,187,5,2012-09-24,구인·구직 해결사 `취업정보센터,구청·25개 동주민센터에 창구 운영 … 일자리 창출,,
1533,187,6,2012-09-24,청소년과 독자의 원고를 받습니다,,,
1534,187,6,2012-09-24,초중고 문학백일장 우수작 - 강동희, 아버지의 신발,,
1491,188,7,2012-10-24,심장병 두 자녀를 둔 해순씨,희망의 샘,,
1494,188,8,2012-10-24,동길산 시인의 西面이야기-74,기찻길만큼 긴 서면 골목길 ,,
1529,187,5,2012-09-24,도자기교실 운영,가야3동·당감2동,,
1426,189,6,2012-11-23,골다공증(osteoporosis) 반드시 예방해야,의/학/칼/럼,,
1430,189,6,2012-11-23,예뻐지고 날씬해지고 싶다면,서면메디컬스트리트 인기있는 시술,,
1356,190,4,2012-12-24,공중이용시설 흡연 전면 금지,관공서·어린이집 등 옥내·외 금연,,
1526,187,5,2012-09-24,어린이대공원에서 작은음악회,팝스오케스트라·걸그룹 비비걸스 출연,,
1527,187,5,2012-09-24,월 1만원 소액 기부운동 추진,`만원의 행복플러스 사업 … 주민센터에 신청,,
1528,187,5,2012-09-24,백양산 걸으며 숲 이야기 듣자,매주 일요일 10시 숲 해설가와 산행 체험,,
1354,190,4,2012-12-24,겨울을 따뜻하게 쌀·연탄 전달,가야3동 부녀회·초록봉사단·동의과학대 등 참여,,
8762,212,2,2014-10-24,월드컵대로 노상주차장 주말/공휴일 무료 주차,시민도서관∼연제구 경계,2014-10-27,
1490,188,7,2012-10-24,"여성이라면 누구나, 자궁근종 주의!",의/학/칼/럼,,
1524,187,4,2012-09-24,세계적 의류브랜드의 협력 업체,향토기업 － 로베르또,,
1521,187,4,2012-09-24,궁리마루에서 수학·과학 체험 ,가야3동 다문화가정·저소득가정 자녀 대상,,
1523,187,4,2012-09-24,멋진 공부방 생겨 기분 좋아요,에이스지역아동센터 `희망공간만들기 사업,,
1352,190,3,2012-12-24,강한 의회·소통하는 의회 만들터,2013년 신년사 - 김진수 부산진구의회 의장,,
1353,190,3,2012-12-24, 의정포토뉴스,,,
1425,189,5,2012-11-23,어르신 건강음식 4종 개발 보급,요리학원 자문 받아 입맛 등 고려 … 다이어트식 인기,,
8760,212,2,2014-10-24,부산진구 생활안전지도 나왔다,안전경로/침수흔적/교통정보 클릭하면 한눈에,2014-10-27,
8761,212,2,2014-10-24,착한기업 참여 신나는 장터 개최,,2014-10-27,
1417,189,5,2012-11-23,한번 더 희망을 꿈꾸는 영식씨,희망의 샘,,
1483,188,6,2012-10-24,성지곡에 책세상이 펼쳐졌다,10월 20일 부산진구 북 페스티벌 성황리에 개최,,
1489,188,7,2012-10-24,사랑이 `빵빵한 제빵의 달인,화제의 인물－서차출 대한제과협회 부산지부장,,
1516,187,3,2012-09-24,구민장(葬)·구청장(葬) 조례 심사 ,제222회 구의회 임시회,,
1517,187,3,2012-09-24,솔롱고스 바이를라 ,"무지개의 나라 한국, 감사합니다",,
1520,187,4,2012-09-24,부산진구 부서명칭 변경,"총무국 → 행정자치국, 주민생활지원국 → 주민복지국 등",,
1413,189,4,2012-11-23,각 동 소식,,,
1347,190,2,2012-12-24,"LA에 김·미역 등 92,000불 수출",절골마을 공동작업장 입주 (주)GSP,,
1364,190,5,2012-12-24,화명야외수영장 눈썰매장 개장,놀이기구도 많아,,
1532,187,5,2012-09-24,위치번호 알려주면 즉시 출동,부산진경찰서 `112신고 위치번호 확대 시행 ,,
1363,190,5,2012-12-24,향토기업 - 미광버티칼,커튼·블라인드·스크린 등 일등 생산업체,,
1366,190,5,2012-12-24,서비스·가격 모두 만족해요,`착한가격업소 40여 곳 이용하기 운동 전개 ,,
1367,190,5,2012-12-24,공유토지 분할 쉬워진다,특례법 시행 … 분할 후 개별 소유권 행사 가능,,
1436,189,7,2012-11-23,자랑스러운 부산진구민상 시상,,,
1482,188,6,2012-10-24,전포1동 전국 최우수상 `쾌거,자치박람회 지역활성화 행정안전부 장관상,,
1481,188,6,2012-10-24,향토기업－(주)오상M＆ET,LED 조명 직접 생산·시공 전문,,
1508,187,2,2012-09-24,구청 광장에서 ｀반짝 시장｀ 운영,합천·남해·임실군 농산물 직거래장터 개설,,
1510,187,2,2012-09-24,편식하는 아이 버릇 고치기,부산진구 `올바른 어린이 식습관 교육 큰 인기,,
1340,190,2,2012-12-24,학생들이 직접 `학교폭력 모니터링,부산진구 CCTV통합관제센터 체험 프로그램 마련,,
1342,190,2,2012-12-24,동절기 서민생활 안정 대책 시행,연탄지원·가스공급 중단 유예·경로당 난방지원,,
1343,190,2,2012-12-24,지적재조사로 주민 재산권 보호,지적공부와 실제현황 다른 곳 지적재조사 측량,,
1326,191,5,2013-01-24,새해 달라지는 제도·시책,부산진구,,
1372,190,6,2012-12-24,서태평양 건강도시상 수상,,,
1373,190,6,2012-12-24,평생학습도시 선정 쾌거,,,
1374,190,6,2012-12-24,서면메디컬스트리트(SMS) 완공,,,
1375,190,6,2012-12-24,빚 없는 부산진구,,,
1376,190,6,2012-12-24,서면 특화거리 조성 완료,,,
1441,189,8,2012-11-23,문학가의 글보다 더 찡한 감동,성지문화원 어머니학교 골목시화전 개최,,
1442,189,8,2012-11-23,부산진문화원의 날 행사,12월 12일 구청 대강당서,,
1445,188,1,2012-10-24,공립어린이집 17곳 원아 모집,11월 1∼7일 신청 접수,,
1538,187,6,2012-09-24,세정공무원 수기 최우수 - 부산진구 신정길 계장,"새신랑, 내 말 좀 들어보게 - 2편",,
1447,188,2,2012-10-24,그들의 작품 `무한도전·무한감동,장애인복지관 구족화가 등 100여명 작품 전시,,
1448,188,2,2012-10-24,제4차 구민생활소통자문회의 개최,,,
1451,188,2,2012-10-24,부산진구 직제·부서명칭 변경,,,
1586,186,7,2012-08-28,견주님들! 개X 치우셔야죠,,,
1585,186,7,2012-08-28,고속도로 1차로는 앞지르기 차로,,,
1369,190,6,2012-12-24,2012년 부산진구의 화제,,,
1370,190,6,2012-12-24,지역브랜드 일자리 사업 우수,,,
1371,190,6,2012-12-26,책 사랑 행복 부산진구 선포,,,
1438,189,8,2012-11-23,라온소년소녀합창단 정기연주회,700석 꽉 찼다 성황리에 개최,,
1439,189,8,2012-11-23,10대들의 예술세계 맘껏 자랑,제5회 부산진구 청소년예술제 성황리에 끝나,,
1440,189,8,2012-11-23,수준 높은 예술작품 관람 기회,부산진구 문화예술인전 11월 23∼28일 백양홀,,
1536,187,6,2012-09-24,청렴 꿈나무들과 함께한 시간,독자기고 　,,
1537,187,6,2012-09-24,11세 소녀 골프신동 탄생,개금3동 손기태씨 손녀 손유정양,,
1497,188,8,2012-10-24,라온소년소녀합창단 정기연주회,11월 7일 국립부산국악원 대강당에서,,
1498,188,8,2012-10-24,"숲속 작은음악회, 참 재밌었어요",,,
1522,187,4,2012-09-24,범전동 울타리공부방 `믿음직,,,
1578,186,5,2012-08-28,번호판 없는 이륜차 과태료 50만원,50cc미만 스쿠터 등도 사용신고하고 운행해야,,
1514,187,3,2012-09-24,의정단신,,,
1511,187,2,2012-09-24,부산진구의 독도사랑 `소문났네,전국 최대 독도사진 구청 1층에 설치해 교육 활용,,
1344,190,2,2012-12-24,소망나무가 우리 소망 들어줬어요,아이들 450명 선물 받고 개그맨 보고 잊지 못할 공연도 관람,,
1345,190,2,2012-12-24,문 열어 놓고 난방하면 과태료,업소들 주의 필요 … 강도 높은 겨울철 에너지 절약 추진,,
1429,189,6,2012-11-23,안과,,,
1432,189,7,2012-11-23,다문화가정대상 투표시연회 개최,,,
1433,189,7,2012-11-23,박승배 회장 모부자가정 식사 대접 ,,,
1434,189,7,2012-11-23,(재)김경미장학회 장학금 전달,,,
1525,187,5,2012-09-24,모자가정 민선씨의 소망,희망의 샘,,
1421,189,5,2012-11-23,노인이 쓰기 좋은 용품 공모,노인복지용구 종합센터,,
1422,189,5,2012-11-23,겨울방학 청소년 프로그램 운영 ,부산진구 청소년문화의집,,
1423,189,5,2012-11-23,김장철 배추쓰레기 고민 해결,종량제봉투로 배출 임시 허용,,
1424,189,5,2012-11-23,부전마켓타운 김장대축제 개최,,,
1351,190,3,2012-12-24,제224회 정례회 의안 20여건 처리,,,
1420,189,5,2012-11-23,품질 좋은 농·축·수산물 구입 기회,12월 3∼4일 구청광장서 합천·남해·임실군 직거래장터 운영,,
1492,188,7,2012-10-24,고성·거가대교 문화유적 탐방,,,
1493,188,7,2012-10-24,삼양종합인쇄 이경자 사장 TV 등 기증,,,
1355,190,4,2012-12-24,가족나눔장터 `패밀리마트 개최,건강가정지원센터,,
1357,190,4,2012-12-24,부산진구 통합 동 2월 출범,,,
1358,190,4,2012-12-24,부전1동주민센터 부산기네스 선정,민원서류 발급 건수와 액수 부산에서 가장 많아,,
1359,190,4,2012-12-24,구청광장 직거래장터 인기 좋아,자매결연지역 우수 농축수산물 싼 값에 판매,,
1361,190,4,2012-12-24,가정용 공구 무료 대여센터 개소,개금3동주민센터 2층,,
1427,189,6,2012-11-23,골절 예방에 도움이 되는 운동,,,
1428,189,6,2012-11-23,피부과,,,
1584,186,6,2012-08-28,`한글의 세계에 뛰어든 백발..,■ 부산진구 평생학습관 한글교실 수강생들,,
1487,188,7,2012-10-24,여기가 쓰레기통입니까?,,,
1488,188,7,2012-10-24,이외한 상인회장 대통령 표창,부전마켓타운 시장활성화 구역,,
1348,190,3,2012-12-24,의정활동 통한 구민복리증진 앞장,■ 2012년 의회 결산,,
1349,190,3,2012-12-24,2013년도 부산진구 예산 3076억원,,,
1350,190,3,2012-12-24,행정사무감사 122건 시정·개선 요구,,,
1485,188,6,2012-10-24,자원봉사자 대상 점자 교육,부산진구 자원봉사센터,,
1486,188,6,2012-10-24,대학생 자원봉사단 발대,부산진구자원봉사센터,,
1415,189,4,2012-11-23,쓰레기 무단투기 다 보인다,범전동 자생단체협 자체기금으로 CCTV 설치,,
1416,189,4,2012-11-23,어르신 70명 백내장수술 지원,부산진구 새마을부녀회 개안수술 증서 전달,,
1418,189,5,2012-11-23,향토기업－다인코리아,물티슈와 친환경 방향제 제조 전문,,
1419,189,5,2012-11-23,"여권발급수수료 2,000원 인하",내년 1월 1일부터,,
1484,188,6,2012-10-24,가야3동 우리 동이 최고,경연대회·전시회 등 수상,,
1569,186,5,2012-08-28,노인일자리경진대회 성대한 개막,최고의 사업 견학하고 … 일자리 정보도 얻고,,
1332,191,6,2013-01-24,문예지 `성지곡의 햇살 발간 ,,,
1338,190,1,2012-12-24,구청광장 소통사랑 우체통 `눈길,가족·친지·친구에게 감사의 편지 넣으면 전해줘,,
1341,190,2,2012-12-24,건설행정 분야 최우수,부산진구 3년 연속 선정,,
1346,190,2,2012-12-24,양정·범전동 새마을금고 합병,시민공원 새마을금고로 재탄생,,
1414,189,4,2012-11-23,오토바이 부대가 된 새마을지도자,연지동 회원 11명 수능 수험생 수송작전 펼쳐,,
1565,186,4,2012-08-28,각 동 소식,,,
1478,188,5,2012-10-24,아빠와 함께 하는 신나는 놀이,,,
1479,188,6,2012-10-24,수강생들 솜씨 `전문가 뺨치네,평생학습＆주민자치 박람회 성황리에 개최,,
1480,188,6,2012-10-24,소년소녀 등반가들 실력 좋네,청소년 스포츠클라이밍 대회 성황리에 마쳐,,
1564,186,4,2012-08-28,개금2동에 `1·3세대 행복마을,국민주택 이주단지에 `와요 행복나눔사랑방 준공,,
8763,212,2,2014-10-24,그리운 모국에 잘 다녀오세요,부산진구 다문화가정 7세대 23명 모국 방문 지원,2014-10-27,
8764,212,2,2014-10-24,전동보장구 차도(車道) 운행 안돼요,전동휠체어/전동스쿠터 인도에서만 운행해야,2014-10-27,2014-10-27
1410,189,3,2012-11-23, ■ 의정포토뉴스,,,
1476,188,5,2012-10-24,도로명주소도 알고 선물도 받자,스마트폰 `주소찾아 앱을 이용한 이벤트,,
1404,189,2,2012-11-23,서태평양(AFHC) 건강도시상 수상,개금3동 건강한 마을 만들기 사업 호평,,
1405,189,2,2012-11-23,부산진구 최우수구 선정,평생교육 추진·주부모니터단 운영 평가,,
1406,189,2,2012-11-23,중국 보건 관계자 부산진구 방문,보건부 부장 등 국제 건강도시 리더들로 구성,,
1408,189,2,2012-11-23,요즘 `잘되는 전통시장 2곳,개금골목시장·당감새시장 성황리에 고객축제,,
1477,188,5,2012-10-24,여성가족문화센터에 2개 기관 입주,,,
1562,186,3,2012-08-28,향토기업－토탈애드,포스트잇·자석광고지 전문 업체,,
1321,191,5,2013-01-24,서면 일대 CCTV 단속시간 연장,쥬디스태화 인근 오전 7시∼다음날 오전 4시까지,,
1323,191,5,2013-01-24,어르신들 틀니 해드립니다,65세이상 기초수급자 100명,,
1325,191,5,2013-01-24,5∼16세도 불소도포,"본인부담금 1,100원",,
1327,191,6,2013-01-24,개금1동 `서시 시비(詩碑) 제막,개금삼거리 지하차도 입구 … 개금동 유래비도 설치,,
1328,191,6,2013-01-24,신바람 노래교실 2월 5∼7일 개최,,,
1331,191,6,2013-01-24,아름다운 시가 나무를 만났다,문학시화전 `시와 나무의 만남展 눈길 끌어,,
1473,188,5,2012-10-24,밤하늘 수놓는 감동을 느껴보자,부산불꽃축제 10월26~27일 광안리에서 개최,,
1474,188,5,2012-10-24,부산도시철도 2호선 특화 블로그 개설,2호선 전 역에 QR코드 부착해 각종 정보 제공,,
1475,188,5,2012-10-24,노후·불량주택 개량자금 융자지원,,,
1472,188,5,2012-10-24,백양산에서 산악자전거(MTB) 랠리,10월 28일 어린이대공원 출발 20㎞·40㎞ 코스,,
1560,186,3,2012-08-28, ■ 의정포토뉴스,,,
1319,191,4,2013-01-24,서면메디컬스트리트 해외시장 개척,중국 항저우·닝보 방문 … 한중합작 병원 개원,,
1320,191,4,2013-01-24,출산장려금 주는 교회 `화제,"연지교회, 연지동 주민 대상 둘째부터 20∼50만 원 지원",,
1397,189,1,2012-11-23,부산진구 `나눔국민대상 수상,저소득층 나눔 실천 분야 탁월한 평가받아,,
1398,189,1,2012-11-23,이웃돕기 성금 모금 시작,희망 2013 나눔캠페인 전개,,
1400,189,2,2012-11-23,사회적(마을)기업 경영아카데미 개최,,,
1401,189,2,2012-11-23,전포2동에 60면 노외주차장 준공,82번 버스 회차지 인근 … 주차난 해소 도움 기대,,
1402,189,2,2012-11-23,공무원 수화교육,,,
1403,189,2,2012-11-23,부산진구 일자리창출 최우수구,부산시 전체 평가에서 1등 … 상사업비 등 획득,,
1305,191,2,2013-01-24,어르신들 `나이스 큐,구청장배 제2회 즐거운 실버당구대회 개최,,
1308,191,3,2013-01-24, 의정포토뉴스,,,
1314,191,4,2013-01-24,초읍한의원 의료봉사활동,효림원과 의료협약```요양 노인들 대상 진료,,
1556,186,2,2012-08-28,범천가압장 `어르신쉼터로 탈바꿈,,,
1557,186,2,2012-08-28,서면메디컬스트리트 중국 홍보,의료관광협의회 항저우·닝보에서 시장 개척 팸투어,,
1315,191,4,2013-01-24,"부산, 반부패 1등급",국민권익위원회 평가,,
1317,191,4,2013-01-24,마당집 어르신 점심대접,,,
1468,188,5,2012-10-24,게임에 중독된 자녀와 소통하세요,,,
1396,189,1,2012-11-23,구청에서 TBN 공개 방송 개최,특별기획 `열린 방송 열린 행정 부산진구편 생방송,,
1464,188,4,2012-10-24,전포놀이터시장 희망을 봤다,사은대축제 성황리에 마쳐 … 축제 정례화 하기로,,
1470,188,5,2012-10-24,스포츠클라이밍교실 참가자 모집,청소년 문화의 집,,
1471,188,5,2012-10-24,꽃보다 우아한 중년 보내세요,건강가정지원센터 중년기 가족생활 교육,,
1553,186,2,2012-08-28,받은 사랑 돌려주는 어린이들, 드림스타트센터 또래오래 나누미봉사단 `기특해,,
1387,190,8,2012-12-24,부산진구 남성합창단 `실력파 많네,단원 모집에 시립합창단원 출신 등 대거 지원,,
1301,191,2,2013-01-24,현수막·벽보 아무데나 부착마세요,유동광고물은 구청에 신청 후 지정게시대에 설치,,
1302,191,2,2013-01-24,승용차요일제 휴일·야간 접수,,,
1304,191,2,2013-01-24,희망복지 안정망 지원사업 추진,법적 지원 못 받는 복지사각지대 생계 지원,,
1389,190,8,2012-12-24,부산진문화의 날 행사 성황,사진전도 개최 … 남해문화원 우정 출연,,
1390,190,8,2012-12-24,원로교향악단 작은 음악회 ,깊은 연륜 원숙한 연주실력,,
1392,190,8,2012-12-24,처음 타본 스키 … 설원은 웃음바다,스포츠바우처 사업으로 어린이 스키캠프 운영,,
1550,186,1,2012-08-28,도로명주소 사용 1년 `절반의 성공, 제도시행 인지도는 높고 활용도 떨어져,,
1551,186,1,2012-08-28,부산진구 `부채 없는 자치구 실현,지방채 5억6천2백만원 조기상환 `건전한 재정 유지,,
1299,191,2,2013-01-24,어르신 따뜻하게 … 강추위쉼터 운영,2월 중순까지 복지관·거점 경로당 10곳에서,,
1518,187,4,2012-09-24,각 동 및 단체소식,,,
1519,187,4,2012-09-24,부산진구 자원봉사센터 `활기 넘치네, 이웃돕기·무료검진·각종 캠페인까지 활발한 활동,,
1626,185,4,2012-07-24,각 동 소식,,,
1548,186,1,2012-08-28,소규모 洞 통폐합 제도개선 건의,,,
1604,185,1,2012-07-24,누엔티의 새이름은 정서연,,,
1515,187,3,2012-09-24,제222회 임시회 의안 주요내용,,,
1546,186,1,2012-08-28,여기가 부산의 정중앙입니다,부산의 지리적 중심 부암3동에 표시석 설치,,
1624,185,4,2012-07-24,범천1동 이웃돕기 포장마차,,,
1625,185,4,2012-07-24,시원한 국수도 먹고 한바탕 웃어도 보고,,,
1627,185,4,2012-07-24,책을 가까이…이웃을 가까이,작은도서관 문화행사 잇따라 … 문화거점 역할 `톡톡,,
1623,185,4,2012-07-24,사람 살리는 심폐소생술 교육,국민운동단체·학교 등에서 잇따라 개최,,
1545,187,8,2012-09-24,부산 정중앙은 어디?,동길산 시인의 西面이야기 - 73,,
1600,186,8,2012-08-28,`선생님·대학생 동화구연대회 개최 ,올해로 13회째 … 9월 5일까지 참가자 모집,,
1601,186,8,2012-08-28,백양홀에 펼쳐지는 염색의 바다,천경자 염색전 9월 4일∼8일,,
1602,186,8,2012-08-28,산악시인 권경업 초청 `대화의 시간,부전도서관 제3회 리빙라이브러리 9월 5일 개최,,
1603,185,1,2012-07-24,공공장소 흡연시 과태료 ,어린이대공원·버스정류소 등,,
1513,187,3,2012-09-24,5분 자유발언,제222회 임시회 제1차 본회의 ,,
1621,185,3,2012-07-24,`예결위 구성 운영,문영미 의원이 위원장 맡아,,
1620,185,3,2012-07-24,`2011년도 세입·세출 결산안 심사 ,제221회 정례회,,
1622,185,3,2012-07-24,의장 김진수·부의장 이석조 의원,6대 후반기 원 구성 ,,
1597,186,8,2012-08-28, 서면 맛을 일본에! 홍보대사 `먹통,동길산 시인의 西面이야기 - 72,,
1599,186,8,2012-08-28,토요신명무대 인기몰이 `지화자,학생부터 어른까지 매주 200∼300여명 이상 관람,,
1619,185,3,2012-07-24,의회단신,,,
1542,187,6,2012-09-24,세정공무원 수기 최우수 - 부산진구 신정길 계장,"새신랑, 내 말 좀 들어보게-1편",,
1509,187,2,2012-09-24,民은 입 열고 官은 귀 열고,연이은 구민생활소통자문회의 … 주민의견 쏟아져,,
1512,187,2,2012-09-24,도로 관련 생활불편 신고하세요,신고하면 즉시 조치하는 `도로지킴이 운영,,
1598,186,8,2012-08-28,청소년예술학교 - 부산예고 연계연주,,,
1614,185,2,2012-07-24,어르신들 시원한 여름 보내세요,복지관 5곳·거점경로당 5곳에 무더위 쉼터 운영,,
1615,185,2,2012-07-24,장애인가족 지원센터 개소,,,
1616,185,2,2012-07-24,여성채용박람회에서 59명 취업,,,
1617,185,2,2012-07-24,부산진구 재정 조기집행 최우수,재정 인센티브 2억원 받아,,
1618,185,3,2012-07-24,부산시의회 신임 의장 김석조 의원,,,
1506,187,2,2012-09-24,서면메디컬스트리트 외국에 알렸다,부산국제의료관광컨벤션·부산국제관광전 참여,,
1596,186,7,2012-08-28,새 신랑! 내 말 좀 들어보게-1편,전국 지방세담당 공무원 생활수기 최우수작 ,,
1504,187,2,2012-09-24,청소년 유해업소 한달 집중 단속,학교 주변 PC방·노래연습장 등 181개 업소 대상,,
1503,187,1,2012-09-24,부산진구 소규모 6개 洞 통합 추진,5년간 88억 예산절감 효과 … 주민 설문조사,,
1628,185,4,2012-07-24,청소년 역사체험 운영,부산진구자원봉사센터 ,,
1611,185,2,2012-07-24,노인·장애인 가구 청소,클린하우스 봉사단 운영,,
1612,185,2,2012-07-24,부산진구청 대대적인 조직 개편,업무 통합·재배치 … 교육협력·차량체납관리담당 신설,,
